Mobile_Device,bootstrap_sample_mean
Samsung Galaxy S26 Ultra,91.1668
Samsung Galaxy S26 Ultra,90.6596
Samsung Galaxy S26 Ultra,92.094
Samsung Galaxy S26 Ultra,90.956
Samsung Galaxy S26 Ultra,93.1388
Samsung Galaxy S26 Ultra,90.1039
Samsung Galaxy S26 Ultra,93.5395
Samsung Galaxy S26 Ultra,90.4258
Samsung Galaxy S26 Ultra,90.8858
Samsung Galaxy S26 Ultra,91.4401
Samsung Galaxy S26 Ultra,90.1426
Samsung Galaxy S26 Ultra,89.6452
Samsung Galaxy S26 Ultra,89.8572
Samsung Galaxy S26 Ultra,92.5456
Samsung Galaxy S26 Ultra,91.2448
Samsung Galaxy S26 Ultra,91.7549
Samsung Galaxy S26 Ultra,92.3643
Samsung Galaxy S26 Ultra,91.6079
Samsung Galaxy S26 Ultra,91.0203
Samsung Galaxy S26 Ultra,92.2535
Samsung Galaxy S26 Ultra,90.3872
Samsung Galaxy S26 Ultra,93.1302
Samsung Galaxy S26 Ultra,92.2935
Samsung Galaxy S26 Ultra,95.0288
Samsung Galaxy S26 Ultra,91.4426
Samsung Galaxy S26 Ultra,91.962
Samsung Galaxy S26 Ultra,91.6891
Samsung Galaxy S26 Ultra,90.7676
Samsung Galaxy S26 Ultra,91.8341
Samsung Galaxy S26 Ultra,89.9698
Samsung Galaxy S26 Ultra,94.2765
Samsung Galaxy S26 Ultra,92.9053
Samsung Galaxy S26 Ultra,92.5194
Samsung Galaxy S26 Ultra,91.0873
Samsung Galaxy S26 Ultra,92.3771
Samsung Galaxy S26 Ultra,91.899
Samsung Galaxy S26 Ultra,92.3611
Samsung Galaxy S26 Ultra,90.9524
Samsung Galaxy S26 Ultra,92.1428
Samsung Galaxy S26 Ultra,91.0415
Samsung Galaxy S26 Ultra,94.0665
Samsung Galaxy S26 Ultra,91.5096
Samsung Galaxy S26 Ultra,93.3711
Samsung Galaxy S26 Ultra,92.3524
Samsung Galaxy S26 Ultra,91.5443
Samsung Galaxy S26 Ultra,92.4675
Samsung Galaxy S26 Ultra,92.5409
Samsung Galaxy S26 Ultra,91.0477
Samsung Galaxy S26 Ultra,93.4291
Samsung Galaxy S26 Ultra,91.1697
Samsung Galaxy S26 Ultra,93.9116
Samsung Galaxy S26 Ultra,93.0957
Samsung Galaxy S26 Ultra,92.4418
Samsung Galaxy S26 Ultra,93.8792
Samsung Galaxy S26 Ultra,92.9608
Samsung Galaxy S26 Ultra,91.1835
Samsung Galaxy S26 Ultra,93.2467
Samsung Galaxy S26 Ultra,92.9978
Samsung Galaxy S26 Ultra,92.5018
Samsung Galaxy S26 Ultra,92.5798
Samsung Galaxy S26 Ultra,92.2994
Samsung Galaxy S26 Ultra,92.2918
Samsung Galaxy S26 Ultra,94.2693
Samsung Galaxy S26 Ultra,91.8374
Samsung Galaxy S26 Ultra,92.5205
Samsung Galaxy S26 Ultra,93.5543
Samsung Galaxy S26 Ultra,94.0917
Samsung Galaxy S26 Ultra,93.0653
Samsung Galaxy S26 Ultra,93.307
Samsung Galaxy S26 Ultra,90.8111
Samsung Galaxy S26 Ultra,93.0301
Samsung Galaxy S26 Ultra,91.0526
Samsung Galaxy S26 Ultra,93.4792
Samsung Galaxy S26 Ultra,89.9107
Samsung Galaxy S26 Ultra,92.779
Samsung Galaxy S26 Ultra,89.3175
Samsung Galaxy S26 Ultra,92.4958
Samsung Galaxy S26 Ultra,92.5017
Samsung Galaxy S26 Ultra,93.949
Samsung Galaxy S26 Ultra,91.9991
Samsung Galaxy S26 Ultra,91.4192
Samsung Galaxy S26 Ultra,92.7626
Samsung Galaxy S26 Ultra,94.0722
Samsung Galaxy S26 Ultra,92.0547
Samsung Galaxy S26 Ultra,91.6039
Samsung Galaxy S26 Ultra,92.4591
Samsung Galaxy S26 Ultra,94.6259
Samsung Galaxy S26 Ultra,91.2215
Samsung Galaxy S26 Ultra,89.934
Samsung Galaxy S26 Ultra,92.6771
Samsung Galaxy S26 Ultra,93.0762
Samsung Galaxy S26 Ultra,91.7844
Samsung Galaxy S26 Ultra,92.6383
Samsung Galaxy S26 Ultra,91.7784
Samsung Galaxy S26 Ultra,92.6769
Samsung Galaxy S26 Ultra,91.2083
Samsung Galaxy S26 Ultra,93.5919
Samsung Galaxy S26 Ultra,93.2165
Samsung Galaxy S26 Ultra,91.4235
Samsung Galaxy S26 Ultra,93.752
Samsung Galaxy S26 Ultra,93.0178
Samsung Galaxy S26 Ultra,92.9352
Samsung Galaxy S26 Ultra,91.7885
Samsung Galaxy S26 Ultra,93.2113
Samsung Galaxy S26 Ultra,91.2622
Samsung Galaxy S26 Ultra,93.1356
Samsung Galaxy S26 Ultra,92.8084
Samsung Galaxy S26 Ultra,91.8091
Samsung Galaxy S26 Ultra,93.1434
Samsung Galaxy S26 Ultra,92.3197
Samsung Galaxy S26 Ultra,93.2049
Samsung Galaxy S26 Ultra,92.9021
Samsung Galaxy S26 Ultra,91.8741
Samsung Galaxy S26 Ultra,90.0413
Samsung Galaxy S26 Ultra,91.0004
Samsung Galaxy S26 Ultra,92.5067
Samsung Galaxy S26 Ultra,91.2312
Samsung Galaxy S26 Ultra,92.4311
Samsung Galaxy S26 Ultra,91.1622
Samsung Galaxy S26 Ultra,93.8766
Samsung Galaxy S26 Ultra,93.8514
Samsung Galaxy S26 Ultra,92.0195
Samsung Galaxy S26 Ultra,91.5971
Samsung Galaxy S26 Ultra,92.6924
Samsung Galaxy S26 Ultra,91.7088
Samsung Galaxy S26 Ultra,91.7959
Samsung Galaxy S26 Ultra,91.4341
Samsung Galaxy S26 Ultra,93.6426
Samsung Galaxy S26 Ultra,92.2251
Samsung Galaxy S26 Ultra,92.1317
Samsung Galaxy S26 Ultra,92.5075
Samsung Galaxy S26 Ultra,92.5922
Samsung Galaxy S26 Ultra,93.5063
Samsung Galaxy S26 Ultra,92.2668
Samsung Galaxy S26 Ultra,92.5961
Samsung Galaxy S26 Ultra,92.5389
Samsung Galaxy S26 Ultra,91.7655
Samsung Galaxy S26 Ultra,92.3227
Samsung Galaxy S26 Ultra,94.7618
Samsung Galaxy S26 Ultra,94.4785
Samsung Galaxy S26 Ultra,92.4706
Samsung Galaxy S26 Ultra,91.9485
Samsung Galaxy S26 Ultra,93.3453
Samsung Galaxy S26 Ultra,91.2177
Samsung Galaxy S26 Ultra,90.6987
Samsung Galaxy S26 Ultra,92.3305
Samsung Galaxy S26 Ultra,93.1248
Samsung Galaxy S26 Ultra,91.2315
Samsung Galaxy S26 Ultra,91.9045
Samsung Galaxy S26 Ultra,91.6611
Samsung Galaxy S26 Ultra,91.2844
Samsung Galaxy S26 Ultra,91.4968
Samsung Galaxy S26 Ultra,92.4008
Samsung Galaxy S26 Ultra,90.3954
Samsung Galaxy S26 Ultra,90.9652
Samsung Galaxy S26 Ultra,92.8915
Samsung Galaxy S26 Ultra,93.8025
Samsung Galaxy S26 Ultra,92.2424
Samsung Galaxy S26 Ultra,91.4984
Samsung Galaxy S26 Ultra,92.4672
Samsung Galaxy S26 Ultra,93.5964
Samsung Galaxy S26 Ultra,91.582
Samsung Galaxy S26 Ultra,92.8172
Samsung Galaxy S26 Ultra,91.1759
Samsung Galaxy S26 Ultra,93.1607
Samsung Galaxy S26 Ultra,92.6902
Samsung Galaxy S26 Ultra,92.1208
Samsung Galaxy S26 Ultra,92.5367
Samsung Galaxy S26 Ultra,93.8052
Samsung Galaxy S26 Ultra,93.3816
Samsung Galaxy S26 Ultra,93.1334
Samsung Galaxy S26 Ultra,92.7112
Samsung Galaxy S26 Ultra,91.3201
Samsung Galaxy S26 Ultra,89.9551
Samsung Galaxy S26 Ultra,92.0445
Samsung Galaxy S26 Ultra,91.7414
Samsung Galaxy S26 Ultra,90.4304
Samsung Galaxy S26 Ultra,93.7906
Samsung Galaxy S26 Ultra,92.0361
Samsung Galaxy S26 Ultra,93.3528
Samsung Galaxy S26 Ultra,91.118
Samsung Galaxy S26 Ultra,92.3265
Samsung Galaxy S26 Ultra,92.2494
Samsung Galaxy S26 Ultra,91.7836
Samsung Galaxy S26 Ultra,93.1394
Samsung Galaxy S26 Ultra,91.092
Samsung Galaxy S26 Ultra,88.6718
Samsung Galaxy S26 Ultra,91.9771
Samsung Galaxy S26 Ultra,93.3006
Samsung Galaxy S26 Ultra,92.2013
Samsung Galaxy S26 Ultra,93.7615
Samsung Galaxy S26 Ultra,92.9782
Samsung Galaxy S26 Ultra,91.5708
Samsung Galaxy S26 Ultra,92.5812
Samsung Galaxy S26 Ultra,92.205
Samsung Galaxy S26 Ultra,92.2258
Samsung Galaxy S26 Ultra,91.5197
Samsung Galaxy S26 Ultra,89.6587
Samsung Galaxy S26 Ultra,91.9065
Samsung Galaxy S26 Ultra,91.999
Samsung Galaxy S26 Ultra,92.6367
Samsung Galaxy S26 Ultra,91.4233
Samsung Galaxy S26 Ultra,91.2879
Samsung Galaxy S26 Ultra,91.6938
Samsung Galaxy S26 Ultra,92.5095
Samsung Galaxy S26 Ultra,93.0653
Samsung Galaxy S26 Ultra,92.5462
Samsung Galaxy S26 Ultra,90.9796
Samsung Galaxy S26 Ultra,92.9259
Samsung Galaxy S26 Ultra,92.8331
Samsung Galaxy S26 Ultra,91.5725
Samsung Galaxy S26 Ultra,91.2771
Samsung Galaxy S26 Ultra,92.159
Samsung Galaxy S26 Ultra,91.9306
Samsung Galaxy S26 Ultra,90.6263
Samsung Galaxy S26 Ultra,89.7076
Samsung Galaxy S26 Ultra,91.7686
Samsung Galaxy S26 Ultra,92.7107
Samsung Galaxy S26 Ultra,91.2771
Samsung Galaxy S26 Ultra,91.5126
Samsung Galaxy S26 Ultra,93.2872
Samsung Galaxy S26 Ultra,92.6848
Samsung Galaxy S26 Ultra,90.6377
Samsung Galaxy S26 Ultra,93.0395
Samsung Galaxy S26 Ultra,92.0883
Samsung Galaxy S26 Ultra,92.3948
Samsung Galaxy S26 Ultra,91.4209
Samsung Galaxy S26 Ultra,90.9374
Samsung Galaxy S26 Ultra,92.0368
Samsung Galaxy S26 Ultra,92.8417
Samsung Galaxy S26 Ultra,93.1676
Samsung Galaxy S26 Ultra,90.622
Samsung Galaxy S26 Ultra,93.6422
Samsung Galaxy S26 Ultra,93.4599
Samsung Galaxy S26 Ultra,91.4784
Samsung Galaxy S26 Ultra,90.6258
Samsung Galaxy S26 Ultra,92.7412
Samsung Galaxy S26 Ultra,91.1698
Samsung Galaxy S26 Ultra,90.648
Samsung Galaxy S26 Ultra,92.4527
Samsung Galaxy S26 Ultra,92.1186
Samsung Galaxy S26 Ultra,90.2145
Samsung Galaxy S26 Ultra,92.7192
Samsung Galaxy S26 Ultra,90.9543
Samsung Galaxy S26 Ultra,93.3979
Samsung Galaxy S26 Ultra,92.1799
Samsung Galaxy S26 Ultra,92.1063
Samsung Galaxy S26 Ultra,92.3942
Samsung Galaxy S26 Ultra,92.2947
Samsung Galaxy S26 Ultra,92.9481
Samsung Galaxy S26 Ultra,92.1664
Samsung Galaxy S26 Ultra,92.4579
Samsung Galaxy S26 Ultra,90.7592
Samsung Galaxy S26 Ultra,90.7275
Samsung Galaxy S26 Ultra,90.4919
Samsung Galaxy S26 Ultra,94.0682
Samsung Galaxy S26 Ultra,90.989
Samsung Galaxy S26 Ultra,91.7967
Samsung Galaxy S26 Ultra,92.6755
Samsung Galaxy S26 Ultra,91.3345
Samsung Galaxy S26 Ultra,92.3455
Samsung Galaxy S26 Ultra,92.0484
Samsung Galaxy S26 Ultra,92.7839
Samsung Galaxy S26 Ultra,92.1144
Samsung Galaxy S26 Ultra,91.3959
Samsung Galaxy S26 Ultra,93.0228
Samsung Galaxy S26 Ultra,91.3065
Samsung Galaxy S26 Ultra,92.3905
Samsung Galaxy S26 Ultra,93.5418
Samsung Galaxy S26 Ultra,93.0703
Samsung Galaxy S26 Ultra,93.2271
Samsung Galaxy S26 Ultra,91.5861
Samsung Galaxy S26 Ultra,93.9804
Samsung Galaxy S26 Ultra,94.5085
Samsung Galaxy S26 Ultra,92.1355
Samsung Galaxy S26 Ultra,90.2868
Samsung Galaxy S26 Ultra,92.4613
Samsung Galaxy S26 Ultra,92.1668
Samsung Galaxy S26 Ultra,92.4979
Samsung Galaxy S26 Ultra,91.9884
Samsung Galaxy S26 Ultra,92.0662
Samsung Galaxy S26 Ultra,94.9644
Samsung Galaxy S26 Ultra,90.7378
Samsung Galaxy S26 Ultra,91.3452
Samsung Galaxy S26 Ultra,92.9397
Samsung Galaxy S26 Ultra,92.0844
Samsung Galaxy S26 Ultra,92.9382
Samsung Galaxy S26 Ultra,91.6586
Samsung Galaxy S26 Ultra,89.9602
Samsung Galaxy S26 Ultra,93.6767
Samsung Galaxy S26 Ultra,89.6173
Samsung Galaxy S26 Ultra,92.0826
Samsung Galaxy S26 Ultra,91.5662
Samsung Galaxy S26 Ultra,91.9321
Samsung Galaxy S26 Ultra,93.5941
Samsung Galaxy S26 Ultra,90.5625
Samsung Galaxy S26 Ultra,91.194
Samsung Galaxy S26 Ultra,92.0853
Samsung Galaxy S26 Ultra,92.4431
Samsung Galaxy S26 Ultra,93.2022
Samsung Galaxy S26 Ultra,93.1134
Samsung Galaxy S26 Ultra,89.8225
Samsung Galaxy S26 Ultra,92.3271
Samsung Galaxy S26 Ultra,92.0909
Samsung Galaxy S26 Ultra,91.8519
Samsung Galaxy S26 Ultra,92.9552
Samsung Galaxy S26 Ultra,91.2439
Samsung Galaxy S26 Ultra,93.0742
Samsung Galaxy S26 Ultra,91.8161
Samsung Galaxy S26 Ultra,92.9585
Samsung Galaxy S26 Ultra,90.7837
Samsung Galaxy S26 Ultra,90.9748
Samsung Galaxy S26 Ultra,91.7692
Samsung Galaxy S26 Ultra,93.7216
Samsung Galaxy S26 Ultra,92.0633
Samsung Galaxy S26 Ultra,92.5194
Samsung Galaxy S26 Ultra,92.0749
Samsung Galaxy S26 Ultra,90.4932
Samsung Galaxy S26 Ultra,89.7858
Samsung Galaxy S26 Ultra,91.6259
Samsung Galaxy S26 Ultra,91.7499
Samsung Galaxy S26 Ultra,91.8068
Samsung Galaxy S26 Ultra,91.9313
Samsung Galaxy S26 Ultra,92.2886
Samsung Galaxy S26 Ultra,93.7482
Samsung Galaxy S26 Ultra,92.2131
Samsung Galaxy S26 Ultra,90.1907
Samsung Galaxy S26 Ultra,92.2087
Samsung Galaxy S26 Ultra,92.1297
Samsung Galaxy S26 Ultra,90.1878
Samsung Galaxy S26 Ultra,90.5738
Samsung Galaxy S26 Ultra,89.6056
Samsung Galaxy S26 Ultra,89.9569
Samsung Galaxy S26 Ultra,91.2911
Samsung Galaxy S26 Ultra,92.9806
Samsung Galaxy S26 Ultra,91.612
Samsung Galaxy S26 Ultra,93.3105
Samsung Galaxy S26 Ultra,93.1788
Samsung Galaxy S26 Ultra,92.3567
Samsung Galaxy S26 Ultra,91.0705
Samsung Galaxy S26 Ultra,91.808
Samsung Galaxy S26 Ultra,90.914
Samsung Galaxy S26 Ultra,90.5805
Samsung Galaxy S26 Ultra,93.0702
Samsung Galaxy S26 Ultra,92.7812
Samsung Galaxy S26 Ultra,93.902
Samsung Galaxy S26 Ultra,92.0681
Samsung Galaxy S26 Ultra,94.4273
Samsung Galaxy S26 Ultra,93.2297
Samsung Galaxy S26 Ultra,91.0035
Samsung Galaxy S26 Ultra,90.8139
Samsung Galaxy S26 Ultra,91.8177
Samsung Galaxy S26 Ultra,92.4532
Samsung Galaxy S26 Ultra,94.6434
Samsung Galaxy S26 Ultra,94.2336
Samsung Galaxy S26 Ultra,91.7697
Samsung Galaxy S26 Ultra,92.9561
Samsung Galaxy S26 Ultra,90.4559
Samsung Galaxy S26 Ultra,90.9005
Samsung Galaxy S26 Ultra,93.2572
Samsung Galaxy S26 Ultra,92.7783
Samsung Galaxy S26 Ultra,92.2839
Samsung Galaxy S26 Ultra,93.9438
Samsung Galaxy S26 Ultra,92.1896
Samsung Galaxy S26 Ultra,92.7272
Samsung Galaxy S26 Ultra,93.9711
Samsung Galaxy S26 Ultra,91.3728
Samsung Galaxy S26 Ultra,90.8933
Samsung Galaxy S26 Ultra,91.4271
Samsung Galaxy S26 Ultra,93.4208
Samsung Galaxy S26 Ultra,93.0078
Samsung Galaxy S26 Ultra,92.6145
Samsung Galaxy S26 Ultra,91.2354
Samsung Galaxy S26 Ultra,93.6987
Samsung Galaxy S26 Ultra,93.9225
Samsung Galaxy S26 Ultra,92.091
Samsung Galaxy S26 Ultra,93.9207
Samsung Galaxy S26 Ultra,92.119
Samsung Galaxy S26 Ultra,92.1148
Samsung Galaxy S26 Ultra,93.4251
Samsung Galaxy S26 Ultra,89.1526
Samsung Galaxy S26 Ultra,91.124
Samsung Galaxy S26 Ultra,91.684
Samsung Galaxy S26 Ultra,91.7085
Samsung Galaxy S26 Ultra,92.7342
Samsung Galaxy S26 Ultra,91.9349
Samsung Galaxy S26 Ultra,92.9641
Samsung Galaxy S26 Ultra,91.5158
Samsung Galaxy S26 Ultra,93.4417
Samsung Galaxy S26 Ultra,94.353
Samsung Galaxy S26 Ultra,91.9985
Samsung Galaxy S26 Ultra,93.6663
Samsung Galaxy S26 Ultra,92.3593
Samsung Galaxy S26 Ultra,94.3265
Samsung Galaxy S26 Ultra,91.7157
Samsung Galaxy S26 Ultra,91.9593
Samsung Galaxy S26 Ultra,91.5768
Samsung Galaxy S26 Ultra,91.5539
Samsung Galaxy S26 Ultra,91.6341
Samsung Galaxy S26 Ultra,91.2879
Samsung Galaxy S26 Ultra,94.0052
Samsung Galaxy S26 Ultra,91.823
Samsung Galaxy S26 Ultra,91.8497
Samsung Galaxy S26 Ultra,92.3308
Samsung Galaxy S26 Ultra,89.9033
Samsung Galaxy S26 Ultra,92.6901
Samsung Galaxy S26 Ultra,94.5803
Samsung Galaxy S26 Ultra,92.2679
Samsung Galaxy S26 Ultra,92.9463
Samsung Galaxy S26 Ultra,91.0872
Samsung Galaxy S26 Ultra,90.8155
Samsung Galaxy S26 Ultra,91.3915
Samsung Galaxy S26 Ultra,91.6088
Samsung Galaxy S26 Ultra,90.3086
Samsung Galaxy S26 Ultra,93.2146
Samsung Galaxy S26 Ultra,94.1776
Samsung Galaxy S26 Ultra,91.4578
Samsung Galaxy S26 Ultra,91.6833
Samsung Galaxy S26 Ultra,93.3628
Samsung Galaxy S26 Ultra,94.1937
Samsung Galaxy S26 Ultra,90.836
Samsung Galaxy S26 Ultra,91.0768
Samsung Galaxy S26 Ultra,92.2422
Samsung Galaxy S26 Ultra,92.962
Samsung Galaxy S26 Ultra,94.1125
Samsung Galaxy S26 Ultra,92.612
Samsung Galaxy S26 Ultra,91.7111
Samsung Galaxy S26 Ultra,92.7891
Samsung Galaxy S26 Ultra,89.7937
Samsung Galaxy S26 Ultra,92.7018
Samsung Galaxy S26 Ultra,91.0952
Samsung Galaxy S26 Ultra,91.6126
Samsung Galaxy S26 Ultra,93.4277
Samsung Galaxy S26 Ultra,90.983
Samsung Galaxy S26 Ultra,91.077
Samsung Galaxy S26 Ultra,92.2002
Samsung Galaxy S26 Ultra,91.9608
Samsung Galaxy S26 Ultra,91.0474
Samsung Galaxy S26 Ultra,92.8561
Samsung Galaxy S26 Ultra,91.4142
Samsung Galaxy S26 Ultra,92.5633
Samsung Galaxy S26 Ultra,90.2747
Samsung Galaxy S26 Ultra,90.5893
Samsung Galaxy S26 Ultra,93.1214
Samsung Galaxy S26 Ultra,90.9586
Samsung Galaxy S26 Ultra,92.6177
Samsung Galaxy S26 Ultra,91.2832
Samsung Galaxy S26 Ultra,91.9022
Samsung Galaxy S26 Ultra,92.9634
Samsung Galaxy S26 Ultra,93.6012
Samsung Galaxy S26 Ultra,92.9221
Samsung Galaxy S26 Ultra,89.8935
Samsung Galaxy S26 Ultra,90.8288
Samsung Galaxy S26 Ultra,91.7419
Samsung Galaxy S26 Ultra,93.1602
Samsung Galaxy S26 Ultra,92.7329
Samsung Galaxy S26 Ultra,93.0893
Samsung Galaxy S26 Ultra,92.5019
Samsung Galaxy S26 Ultra,92.4159
Samsung Galaxy S26 Ultra,92.6358
Samsung Galaxy S26 Ultra,93.8842
Samsung Galaxy S26 Ultra,94.0979
Samsung Galaxy S26 Ultra,91.9055
Samsung Galaxy S26 Ultra,92.2272
Samsung Galaxy S26 Ultra,92.6095
Samsung Galaxy S26 Ultra,93.8943
Samsung Galaxy S26 Ultra,90.613
Samsung Galaxy S26 Ultra,92.4535
Samsung Galaxy S26 Ultra,90.9282
Samsung Galaxy S26 Ultra,92.9546
Samsung Galaxy S26 Ultra,92.3972
Samsung Galaxy S26 Ultra,93.5701
Samsung Galaxy S26 Ultra,92.5461
Samsung Galaxy S26 Ultra,93.0105
Samsung Galaxy S26 Ultra,91.3005
Samsung Galaxy S26 Ultra,94.1056
Samsung Galaxy S26 Ultra,92.876
Samsung Galaxy S26 Ultra,91.4664
Samsung Galaxy S26 Ultra,93.2202
Samsung Galaxy S26 Ultra,92.1594
Samsung Galaxy S26 Ultra,93.8471
Samsung Galaxy S26 Ultra,92.8642
Samsung Galaxy S26 Ultra,91.8403
Samsung Galaxy S26 Ultra,92.2661
Samsung Galaxy S26 Ultra,93.056
Samsung Galaxy S26 Ultra,91.9115
Samsung Galaxy S26 Ultra,91.4508
Samsung Galaxy S26 Ultra,91.7091
Samsung Galaxy S26 Ultra,91.1108
Samsung Galaxy S26 Ultra,93.2973
Samsung Galaxy S26 Ultra,92.1793
Samsung Galaxy S26 Ultra,91.2057
Samsung Galaxy S26 Ultra,92.5035
Samsung Galaxy S26 Ultra,91.537
Samsung Galaxy S26 Ultra,92.2371
Samsung Galaxy S26 Ultra,91.8669
Samsung Galaxy S26 Ultra,90.6664
Samsung Galaxy S26 Ultra,92.585
Samsung Galaxy S26 Ultra,92.1366
Samsung Galaxy S26 Ultra,92.6753
Samsung Galaxy S26 Ultra,90.8061
Samsung Galaxy S26 Ultra,92.1768
Samsung Galaxy S26 Ultra,92.0823
Samsung Galaxy S26 Ultra,92.5148
Samsung Galaxy S26 Ultra,93.5595
Samsung Galaxy S26 Ultra,92.4208
Samsung Galaxy S26 Ultra,94.8576
Samsung Galaxy S26 Ultra,90.4353
Samsung Galaxy S26 Ultra,92.2725
Samsung Galaxy S26 Ultra,93.6683
Samsung Galaxy S26 Ultra,91.9039
Samsung Galaxy S26 Ultra,91.328
Samsung Galaxy S26 Ultra,93.8087
Samsung Galaxy S26 Ultra,91.603
Samsung Galaxy S26 Ultra,93.0381
Samsung Galaxy S26 Ultra,92.7215
Samsung Galaxy S26 Ultra,93.7568
Samsung Galaxy S26 Ultra,91.5466
Samsung Galaxy S26 Ultra,92.906
Samsung Galaxy S26 Ultra,92.3207
Samsung Galaxy S26 Ultra,90.1123
Samsung Galaxy S26 Ultra,95.2567
Samsung Galaxy S26 Ultra,93.4749
Samsung Galaxy S26 Ultra,92.5029
Samsung Galaxy S26 Ultra,93.0449
Samsung Galaxy S26 Ultra,93.4649
Samsung Galaxy S26 Ultra,89.8353
Samsung Galaxy S26 Ultra,92.7411
Samsung Galaxy S26 Ultra,91.6985
Samsung Galaxy S26 Ultra,91.2962
Samsung Galaxy S26 Ultra,93.4683
Samsung Galaxy S26 Ultra,93.1939
Samsung Galaxy S26 Ultra,92.0839
Samsung Galaxy S26 Ultra,92.7166
Samsung Galaxy S26 Ultra,90.9962
Samsung Galaxy S26 Ultra,89.246
Samsung Galaxy S26 Ultra,92.7017
Samsung Galaxy S26 Ultra,93.4918
Samsung Galaxy S26 Ultra,92.9926
Samsung Galaxy S26 Ultra,94.3332
Samsung Galaxy S26 Ultra,93.0101
Samsung Galaxy S26 Ultra,93.2861
Samsung Galaxy S26 Ultra,90.7385
Samsung Galaxy S26 Ultra,93.558
Samsung Galaxy S26 Ultra,91.859
Samsung Galaxy S26 Ultra,89.3659
Samsung Galaxy S26 Ultra,93.3501
Samsung Galaxy S26 Ultra,91.4757
Samsung Galaxy S26 Ultra,92.4072
Samsung Galaxy S26 Ultra,92.6152
Samsung Galaxy S26 Ultra,91.8191
Samsung Galaxy S26 Ultra,91.5422
Samsung Galaxy S26 Ultra,91.4918
Samsung Galaxy S26 Ultra,93.5825
Samsung Galaxy S26 Ultra,93.0272
Samsung Galaxy S26 Ultra,92.1606
Samsung Galaxy S26 Ultra,92.3958
Samsung Galaxy S26 Ultra,90.5293
Samsung Galaxy S26 Ultra,92.8648
Samsung Galaxy S26 Ultra,93.0551
Samsung Galaxy S26 Ultra,91.9754
Samsung Galaxy S26 Ultra,92.0656
Samsung Galaxy S26 Ultra,92.7115
Samsung Galaxy S26 Ultra,91.9252
Samsung Galaxy S26 Ultra,91.5727
Samsung Galaxy S26 Ultra,93.2826
Samsung Galaxy S26 Ultra,91.2546
Samsung Galaxy S26 Ultra,92.264
Samsung Galaxy S26 Ultra,91.9101
Samsung Galaxy S26 Ultra,93.0209
Samsung Galaxy S26 Ultra,91.508
Samsung Galaxy S26 Ultra,90.1468
Samsung Galaxy S26 Ultra,91.2923
Samsung Galaxy S26 Ultra,92.3878
Samsung Galaxy S26 Ultra,89.9792
Samsung Galaxy S26 Ultra,92.9089
Samsung Galaxy S26 Ultra,90.9865
Samsung Galaxy S26 Ultra,91.5376
Samsung Galaxy S26 Ultra,91.7492
Samsung Galaxy S26 Ultra,89.7235
Samsung Galaxy S26 Ultra,92.9998
Samsung Galaxy S26 Ultra,92.1661
Samsung Galaxy S26 Ultra,93.3295
Samsung Galaxy S26 Ultra,90.2794
Samsung Galaxy S26 Ultra,91.9363
Samsung Galaxy S26 Ultra,92.6032
Samsung Galaxy S26 Ultra,91.7418
Samsung Galaxy S26 Ultra,90.7898
Samsung Galaxy S26 Ultra,92.8433
Samsung Galaxy S26 Ultra,93.2513
Samsung Galaxy S26 Ultra,92.0055
Samsung Galaxy S26 Ultra,94.0346
Samsung Galaxy S26 Ultra,92.5203
Samsung Galaxy S26 Ultra,92.8812
Samsung Galaxy S26 Ultra,92.3683
Samsung Galaxy S26 Ultra,92.8188
Samsung Galaxy S26 Ultra,92.8165
Samsung Galaxy S26 Ultra,91.5207
Samsung Galaxy S26 Ultra,93.1825
Samsung Galaxy S26 Ultra,92.0748
Samsung Galaxy S26 Ultra,90.3746
Samsung Galaxy S26 Ultra,94.3676
Samsung Galaxy S26 Ultra,92.8992
Samsung Galaxy S26 Ultra,94.2831
Samsung Galaxy S26 Ultra,93.6377
Samsung Galaxy S26 Ultra,89.8559
Samsung Galaxy S26 Ultra,92.4286
Samsung Galaxy S26 Ultra,92.0728
Samsung Galaxy S26 Ultra,91.8432
Samsung Galaxy S26 Ultra,92.6319
Samsung Galaxy S26 Ultra,93.4491
Samsung Galaxy S26 Ultra,92.6412
Samsung Galaxy S26 Ultra,92.6377
Samsung Galaxy S26 Ultra,90.4142
Samsung Galaxy S26 Ultra,90.8966
Samsung Galaxy S26 Ultra,92.586
Samsung Galaxy S26 Ultra,93.9311
Samsung Galaxy S26 Ultra,93.8413
Samsung Galaxy S26 Ultra,92.5082
Samsung Galaxy S26 Ultra,93.0819
Samsung Galaxy S26 Ultra,91.3889
Samsung Galaxy S26 Ultra,90.5333
Samsung Galaxy S26 Ultra,92.2323
Samsung Galaxy S26 Ultra,92.2578
Samsung Galaxy S26 Ultra,92.0245
Samsung Galaxy S26 Ultra,92.0438
Samsung Galaxy S26 Ultra,92.5593
Samsung Galaxy S26 Ultra,91.5586
Samsung Galaxy S26 Ultra,91.5382
Samsung Galaxy S26 Ultra,92.8125
Samsung Galaxy S26 Ultra,91.2138
Samsung Galaxy S26 Ultra,90.5865
Samsung Galaxy S26 Ultra,91.4071
Samsung Galaxy S26 Ultra,91.5218
Samsung Galaxy S26 Ultra,92.6555
Samsung Galaxy S26 Ultra,93.0094
Samsung Galaxy S26 Ultra,94.6643
